participant_id,treatmentGroup,treatment_group_numeric,phase,trialNum,user_response,is_correct,csv_ground_truth_binary,csv_ai_probability,confidence,time_sec,userID,age,gender,education,residence,healthcareQualification,completionStatus,browserInfo,screenResolution,randomizationSeed,cognitive_score,big5_conscientiousness,big5_openness,big5_neuroticism,big5_extroversion,big5_agreeableness,trial_id_key,trialType,imageID,initial_decision,decision_revised,dropdown_choice,bbox_iou,initial_confidence,post_ai_confidence,csv_ground_truth_raw,csv_ai_prediction,csv_bbox_area_pct,csv_original_image_name,csv_overlay_path,ai_confidence,ai_prediction,ai_box_x,ai_box_y,ai_box_width,ai_box_height,user_box_x,user_box_y,user_box_width,user_box_height,timestamp_unix,original_response,original_final_decision
1rvna53qf3,treatment,1,posttest,1,0,,,,5.0,4.047,1rvna53qf3,26-35,female,phd,budapest,none,completed,Synthetic Generator 2.0,1920x1080,473253,7,56,94,47,89,69,posttest_1,posttest,/annotation/post_experiment/1.png,,,,,,,,,,,,,,,,,,,,,,1763699192,0.0,
1rvna53qf3,treatment,1,posttest,2,1,,,,7.0,2.642,1rvna53qf3,26-35,female,phd,budapest,none,completed,Synthetic Generator 2.0,1920x1080,473253,7,56,94,47,89,69,posttest_2,posttest,/annotation/post_experiment/2.png,,,,,,,,,,,,,,,,,,,,,,1763699195,1.0,
1rvna53qf3,treatment,1,posttest,3,0,,,,7.0,2.897,1rvna53qf3,26-35,female,phd,budapest,none,completed,Synthetic Generator 2.0,1920x1080,473253,7,56,94,47,89,69,posttest_3,posttest,/annotation/post_experiment/3.png,,,,,,,,,,,,,,,,,,,,,,1763699199,0.0,
1rvna53qf3,treatment,1,posttest,4,0,,,,4.0,4.828,1rvna53qf3,26-35,female,phd,budapest,none,completed,Synthetic Generator 2.0,1920x1080,473253,7,56,94,47,89,69,posttest_4,posttest,/annotation/post_experiment/4.png,,,,,,,,,,,,,,,,,,,,,,1763699205,0.0,
1rvna53qf3,treatment,1,posttest,5,0,,,,5.0,3.564,1rvna53qf3,26-35,female,phd,budapest,none,completed,Synthetic Generator 2.0,1920x1080,473253,7,56,94,47,89,69,posttest_5,posttest,/annotation/post_experiment/5.png,,,,,,,,,,,,,,,,,,,,,,1763699210,0.0,
05dvsslb0x,control,0,baseline,1,1,,,,7.0,4.673,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,baseline_1,baseline,/annotation/baseline/1.png,,,,,,,,,,,,,,,,,,,,,,1763647485,1.0,
05dvsslb0x,control,0,baseline,2,0,,,,4.0,1.377,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,baseline_2,baseline,/annotation/baseline/2.png,,,,,,,,,,,,,,,,,,,,,,1763647487,0.0,
05dvsslb0x,control,0,baseline,3,0,,,,3.0,3.777,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,baseline_3,baseline,/annotation/baseline/3.png,,,,,,,,,,,,,,,,,,,,,,1763647492,0.0,
05dvsslb0x,control,0,baseline,4,1,,,,1.0,4.342,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,baseline_4,baseline,/annotation/baseline/4.png,,,,,,,,,,,,,,,,,,,,,,1763647498,1.0,
05dvsslb0x,control,0,baseline,5,1,,,,3.0,3.567,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,baseline_5,baseline,/annotation/baseline/5.png,,,,,,,,,,,,,,,,,,,,,,1763647502,1.0,
05dvsslb0x,control,0,experiment,1,1,,,,1.0,1.864,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,experiment_1,experiment,/annotation/experiment/1.png,,,,,,,,,,,,,,,,,,,,,,1763647505,1.0,
05dvsslb0x,control,0,experiment,2,0,,,,2.0,2.731,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,experiment_2,experiment,/annotation/experiment/2.png,,,,,,,,,,,,,,,,,,,,,,1763647509,0.0,
05dvsslb0x,control,0,experiment,3,0,,,,5.0,2.689,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,experiment_3,experiment,/annotation/experiment/3.png,,,,,,,,,,,,,,,,,,,,,,1763647512,0.0,
05dvsslb0x,control,0,experiment,4,1,,,,3.0,3.12,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,experiment_4,experiment,/annotation/experiment/4.png,,,,,,,,,,,,,,,,,,,,,,1763647517,1.0,
05dvsslb0x,control,0,experiment,5,1,,,,6.0,2.992,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,experiment_5,experiment,/annotation/experiment/5.png,,,,,,,,,,,,,,,,,,,,,,1763647521,1.0,
05dvsslb0x,control,0,posttest,1,0,,,,5.0,2.421,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,posttest_1,posttest,/annotation/post_experiment/1.png,,,,,,,,,,,,,,,,,,,,,,1763647524,0.0,
05dvsslb0x,control,0,posttest,2,0,,,,3.0,3.413,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,posttest_2,posttest,/annotation/post_experiment/2.png,,,,,,,,,,,,,,,,,,,,,,1763647528,0.0,
05dvsslb0x,control,0,posttest,3,1,,,,5.0,3.268,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,posttest_3,posttest,/annotation/post_experiment/3.png,,,,,,,,,,,,,,,,,,,,,,1763647533,1.0,
05dvsslb0x,control,0,posttest,4,0,,,,4.0,2.756,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,posttest_4,posttest,/annotation/post_experiment/4.png,,,,,,,,,,,,,,,,,,,,,,1763647536,0.0,
05dvsslb0x,control,0,posttest,5,0,,,,7.0,1.852,05dvsslb0x,18-25,female,high-school,village,none,completed,Synthetic Generator 2.0,1920x1080,577829,6,58,52,61,52,61,posttest_5,posttest,/annotation/post_experiment/5.png,,,,,,,,,,,,,,,,,,,,,,1763647539,0.0,
0huo9barzl,control,0,baseline,1,1,,,,2.0,4.551,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,baseline_1,baseline,/annotation/baseline/1.png,,,,,,,,,,,,,,,,,,,,,,1763694775,1.0,
0huo9barzl,control,0,baseline,2,1,,,,2.0,3.314,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,baseline_2,baseline,/annotation/baseline/2.png,,,,,,,,,,,,,,,,,,,,,,1763694779,1.0,
0huo9barzl,control,0,baseline,3,0,,,,6.0,3.315,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,baseline_3,baseline,/annotation/baseline/3.png,,,,,,,,,,,,,,,,,,,,,,1763694784,0.0,
0huo9barzl,control,0,baseline,4,1,,,,5.0,2.446,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,baseline_4,baseline,/annotation/baseline/4.png,,,,,,,,,,,,,,,,,,,,,,1763694787,1.0,
0huo9barzl,control,0,baseline,5,0,,,,7.0,1.607,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,baseline_5,baseline,/annotation/baseline/5.png,,,,,,,,,,,,,,,,,,,,,,1763694790,0.0,
0huo9barzl,control,0,experiment,1,0,,,,7.0,1.474,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,experiment_1,experiment,/annotation/experiment/1.png,,,,,,,,,,,,,,,,,,,,,,1763694792,0.0,
0huo9barzl,control,0,experiment,2,0,,,,7.0,3.323,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,experiment_2,experiment,/annotation/experiment/2.png,,,,,,,,,,,,,,,,,,,,,,1763694796,0.0,
0huo9barzl,control,0,experiment,3,1,,,,7.0,4.533,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,experiment_3,experiment,/annotation/experiment/3.png,,,,,,,,,,,,,,,,,,,,,,1763694802,1.0,
0huo9barzl,control,0,experiment,4,0,,,,6.0,4.403,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,experiment_4,experiment,/annotation/experiment/4.png,,,,,,,,,,,,,,,,,,,,,,1763694807,0.0,
0huo9barzl,control,0,experiment,5,1,,,,3.0,2.743,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,experiment_5,experiment,/annotation/experiment/5.png,,,,,,,,,,,,,,,,,,,,,,1763694811,1.0,
0huo9barzl,control,0,posttest,1,0,,,,1.0,3.656,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,posttest_1,posttest,/annotation/post_experiment/1.png,,,,,,,,,,,,,,,,,,,,,,1763694816,0.0,
0huo9barzl,control,0,posttest,2,0,,,,7.0,1.86,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,posttest_2,posttest,/annotation/post_experiment/2.png,,,,,,,,,,,,,,,,,,,,,,1763694819,0.0,
0huo9barzl,control,0,posttest,3,1,,,,5.0,1.899,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,posttest_3,posttest,/annotation/post_experiment/3.png,,,,,,,,,,,,,,,,,,,,,,1763694822,1.0,
0huo9barzl,control,0,posttest,4,1,,,,7.0,4.217,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,posttest_4,posttest,/annotation/post_experiment/4.png,,,,,,,,,,,,,,,,,,,,,,1763694827,1.0,
0huo9barzl,control,0,posttest,5,1,,,,2.0,1.709,0huo9barzl,36-45,male,elementary,county-seat,none,completed,Synthetic Generator 2.0,1920x1080,444966,2,55,65,49,81,35,posttest_5,posttest,/annotation/post_experiment/5.png,,,,,,,,,,,,,,,,,,,,,,1763694829,1.0,
0pd8sou40f,control,0,baseline,1,1,,,,2.0,3.204,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,baseline_1,baseline,/annotation/baseline/1.png,,,,,,,,,,,,,,,,,,,,,,1763698645,1.0,
0pd8sou40f,control,0,baseline,2,0,,,,6.0,4.633,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,baseline_2,baseline,/annotation/baseline/2.png,,,,,,,,,,,,,,,,,,,,,,1763698650,0.0,
0pd8sou40f,control,0,baseline,3,0,,,,7.0,3.145,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,baseline_3,baseline,/annotation/baseline/3.png,,,,,,,,,,,,,,,,,,,,,,1763698654,0.0,
0pd8sou40f,control,0,baseline,4,0,,,,2.0,2.692,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,baseline_4,baseline,/annotation/baseline/4.png,,,,,,,,,,,,,,,,,,,,,,1763698658,0.0,
0pd8sou40f,control,0,baseline,5,1,,,,3.0,4.62,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,baseline_5,baseline,/annotation/baseline/5.png,,,,,,,,,,,,,,,,,,,,,,1763698664,1.0,
0pd8sou40f,control,0,experiment,1,0,,,,4.0,4.533,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,experiment_1,experiment,/annotation/experiment/1.png,,,,,,,,,,,,,,,,,,,,,,1763698669,0.0,
0pd8sou40f,control,0,experiment,2,1,,,,6.0,4.381,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,experiment_2,experiment,/annotation/experiment/2.png,,,,,,,,,,,,,,,,,,,,,,1763698675,1.0,
0pd8sou40f,control,0,experiment,3,1,,,,3.0,1.67,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,experiment_3,experiment,/annotation/experiment/3.png,,,,,,,,,,,,,,,,,,,,,,1763698677,1.0,
0pd8sou40f,control,0,experiment,4,1,,,,6.0,1.537,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,experiment_4,experiment,/annotation/experiment/4.png,,,,,,,,,,,,,,,,,,,,,,1763698680,1.0,
0pd8sou40f,control,0,experiment,5,1,,,,2.0,4.077,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,experiment_5,experiment,/annotation/experiment/5.png,,,,,,,,,,,,,,,,,,,,,,1763698685,1.0,
0pd8sou40f,control,0,posttest,1,1,,,,5.0,4.894,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,posttest_1,posttest,/annotation/post_experiment/1.png,,,,,,,,,,,,,,,,,,,,,,1763698691,1.0,
0pd8sou40f,control,0,posttest,2,1,,,,1.0,3.575,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,posttest_2,posttest,/annotation/post_experiment/2.png,,,,,,,,,,,,,,,,,,,,,,1763698695,1.0,
0pd8sou40f,control,0,posttest,3,0,,,,7.0,1.466,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,posttest_3,posttest,/annotation/post_experiment/3.png,,,,,,,,,,,,,,,,,,,,,,1763698698,0.0,
0pd8sou40f,control,0,posttest,4,0,,,,5.0,4.245,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,posttest_4,posttest,/annotation/post_experiment/4.png,,,,,,,,,,,,,,,,,,,,,,1763698703,0.0,
0pd8sou40f,control,0,posttest,5,0,,,,2.0,4.034,0pd8sou40f,26-35,female,elementary,budapest,none,completed,Synthetic Generator 2.0,1920x1080,553274,5,63,75,39,78,78,posttest_5,posttest,/annotation/post_experiment/5.png,,,,,,,,,,,,,,,,,,,,,,1763698708,0.0,
1u8vvo8i6g,treatment,1,baseline,1,1,,,,5.0,4.978,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,baseline_1,baseline,/annotation/baseline/1.png,,,,,,,,,,,,,,,,,,,,,,1763678021,1.0,
1u8vvo8i6g,treatment,1,baseline,2,0,,,,3.0,2.361,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,baseline_2,baseline,/annotation/baseline/2.png,,,,,,,,,,,,,,,,,,,,,,1763678025,0.0,
1u8vvo8i6g,treatment,1,baseline,3,1,,,,3.0,4.646,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,baseline_3,baseline,/annotation/baseline/3.png,,,,,,,,,,,,,,,,,,,,,,1763678030,1.0,
1u8vvo8i6g,treatment,1,baseline,4,1,,,,4.0,2.019,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,baseline_4,baseline,/annotation/baseline/4.png,,,,,,,,,,,,,,,,,,,,,,1763678033,1.0,
1u8vvo8i6g,treatment,1,baseline,5,1,,,,7.0,4.939,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,baseline_5,baseline,/annotation/baseline/5.png,,,,,,,,,,,,,,,,,,,,,,1763678039,1.0,
1u8vvo8i6g,treatment,1,experiment,1,0,,,,,11.899,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,experiment_1,experiment,/annotation/experiment/1.png,0.0,False,nincsen tünet,,5.0,6.0,,,,,,0.9158525305009899,0.0,,,,,,,,,1763678052,,0.0
1u8vvo8i6g,treatment,1,experiment,2,0,,,,,11.959,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,experiment_2,experiment,/annotation/experiment/2.png,0.0,False,nincsen tünet,,7.0,7.0,,,,,,0.9298418182966025,0.0,,,,,,,,,1763678065,,0.0
1u8vvo8i6g,treatment,1,experiment,3,1,,,,,12.936,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,experiment_3,experiment,/annotation/experiment/3.png,1.0,False,tünet,0.3201190347949823,1.0,1.0,,,,,,0.9513012488414317,1.0,70.0,44.0,100.0,100.0,74.0,98.0,100.0,100.0,1763678079,,1.0
1u8vvo8i6g,treatment,1,experiment,4,1,,,,,11.625,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,experiment_4,experiment,/annotation/experiment/4.png,1.0,False,tünet,0.5034000800475883,2.0,2.0,,,,,,0.9164534758792735,1.0,56.0,77.0,100.0,100.0,85.0,78.0,100.0,100.0,1763678092,,1.0
1u8vvo8i6g,treatment,1,experiment,5,1,,,,,14.926,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,experiment_5,experiment,/annotation/experiment/5.png,1.0,False,tünet,0.21818439188436836,1.0,1.0,,,,,,0.9856855430373415,1.0,75.0,44.0,100.0,100.0,82.0,72.0,100.0,100.0,1763678108,,1.0
1u8vvo8i6g,treatment,1,posttest,1,0,,,,7.0,3.525,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,posttest_1,posttest,/annotation/post_experiment/1.png,,,,,,,,,,,,,,,,,,,,,,1763678112,0.0,
1u8vvo8i6g,treatment,1,posttest,2,1,,,,5.0,4.188,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,posttest_2,posttest,/annotation/post_experiment/2.png,,,,,,,,,,,,,,,,,,,,,,1763678117,1.0,
1u8vvo8i6g,treatment,1,posttest,3,0,,,,5.0,4.609,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,posttest_3,posttest,/annotation/post_experiment/3.png,,,,,,,,,,,,,,,,,,,,,,1763678123,0.0,
1u8vvo8i6g,treatment,1,posttest,4,0,,,,7.0,2.192,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,posttest_4,posttest,/annotation/post_experiment/4.png,,,,,,,,,,,,,,,,,,,,,,1763678126,0.0,
1u8vvo8i6g,treatment,1,posttest,5,0,,,,7.0,4.338,1u8vvo8i6g,18-25,male,masters,budapest,none,completed,Synthetic Generator 2.0,1920x1080,306445,10,69,85,52,79,81,posttest_5,posttest,/annotation/post_experiment/5.png,,,,,,,,,,,,,,,,,,,,,,1763678132,0.0,
1zwug2onpv,treatment,1,baseline,1,1,,,,5.0,1.057,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,baseline_1,baseline,/annotation/baseline/1.png,,,,,,,,,,,,,,,,,,,,,,1763658119,1.0,
1zwug2onpv,treatment,1,baseline,2,0,,,,4.0,2.995,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,baseline_2,baseline,/annotation/baseline/2.png,,,,,,,,,,,,,,,,,,,,,,1763658122,0.0,
1zwug2onpv,treatment,1,baseline,3,0,,,,4.0,2.296,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,baseline_3,baseline,/annotation/baseline/3.png,,,,,,,,,,,,,,,,,,,,,,1763658126,0.0,
1zwug2onpv,treatment,1,baseline,4,1,,,,5.0,3.14,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,baseline_4,baseline,/annotation/baseline/4.png,,,,,,,,,,,,,,,,,,,,,,1763658130,1.0,
1zwug2onpv,treatment,1,baseline,5,0,,,,4.0,3.739,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,baseline_5,baseline,/annotation/baseline/5.png,,,,,,,,,,,,,,,,,,,,,,1763658135,0.0,
1zwug2onpv,treatment,1,experiment,1,0,,,,,9.034,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,experiment_1,experiment,/annotation/experiment/1.png,0.0,False,nincsen tünet,,5.0,5.0,,,,,,0.9667272307027498,0.0,,,,,,,,,1763658145,,0.0
1zwug2onpv,treatment,1,experiment,2,0,,,,,11.605,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,experiment_2,experiment,/annotation/experiment/2.png,0.0,False,nincsen tünet,,5.0,6.0,,,,,,0.8734841115602181,0.0,,,,,,,,,1763658157,,0.0
1zwug2onpv,treatment,1,experiment,3,1,,,,,13.338,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,experiment_3,experiment,/annotation/experiment/3.png,1.0,False,tünet,0.2947041341255016,1.0,2.0,,,,,,0.867120807469587,1.0,93.0,77.0,100.0,100.0,41.0,58.0,100.0,100.0,1763658172,,1.0
1zwug2onpv,treatment,1,experiment,4,0,,,,,6.621,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,experiment_4,experiment,/annotation/experiment/4.png,1.0,True,tünet,,3.0,5.0,,,,,,0.17112343964941168,0.0,,,,,,,,,1763658179,,0.0
1zwug2onpv,treatment,1,experiment,5,1,,,,,7.714,1zwug2onpv,18-25,female,elementary,village,none,completed,Synthetic Generator 2.0,1920x1080,861331,8,55,89,18,63,56,experiment_5,experiment,/annotation/experiment/5.png,0.0,True,nincsen tünet,0.1798221695189253,4.0,4.0,,,,,,0.8986152639802371,1.0,59.0,44.0,100.0,100.0,17.0,32.0,100.0,100.0,1763658188,,1.0
